Category,Message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham," the main list should be :  michael farmer - ceo merchanting ( michael . farmer @ mgmcc . co . uk )  thomas boettcher ( thomas . boettcher @ mgmcc . co . uk )  michael hutchinson - chairman mg ltd ( michael . hutchinson @ mgltd . co . uk )  tim jones - md mg ltd - head of trading ( tim . jones @ mgltd . co . uk )  russell plackett - head of options trading ( russell . plackett @ mgltd . co . uk )  christian schirmeister - director of marketing  ( christian . schirmeister @ mgltd . co . uk )  alex heath - it development ( alex . heath @ mgltd . co . uk )  phil bacon - head of concentrates trading ( philip . bacon @ mgusa . com )  jo robertson - senior executive ( joe . robertson @ mgusa . com )  tom mckeever - chairman mg plc ( tom . mckeever @ mgplc . co . uk )  regards  vince j kaminski  07 / 07 / 2000 22 : 04  to : lloyd fleming / lon / ect @ ect  cc : maureen raymond / hou / ect @ ect , vince j kaminski / hou / ect @ ect     lloyd ,  yes , this would be very useful . i was told that we should not do any official  business with  mg until july 15 . i don ' t want to violate those rules of engagement and go  beyond casual contacts .  after the 15 th all the stops are off .  vince  from : lloyd fleming 07 / 07 / 2000 01 : 51 am  to : vince j kaminski / hou / ect @ ect  cc :     no problem - i do think this could wait until mg are more closely integrated  in any case . a useful first step might be an email to relevant trading  staff at mg outlining briefly what maureen does and how she can provide a  service to them . would you like me to send her a list of potential people to  email ?  regards  lloyd  vince j kaminski  06 / 07 / 2000 23 : 39  to : lloyd fleming / lon / ect @ ect  cc : vince j kaminski / hou / ect @ ect , maureen raymond / hou / ect @ ect     lloyd ,  i think that we can arrange a few video conference meetings instead .  i don ' t see a justification for extending the stay over the weekend if we  have an alternative solution .  vince  enron capital & trade resources corp . - europe  from : lloyd fleming 07 / 06 / 2000 12 : 37 pm  to : vince j kaminski / hou / ect @ ect  cc : maureen raymond / hou / ect @ ect    vince  i met maureen yesterday and had a useful discussion on her role within  enron . i think it would be very helpful to promote the research group  function of the company , particularly given maureen ' s background , if she  could be introduced to some of the main traders down at mg . unfortunately  she won ' t have time to meet with mg unless we can schedule some meetings on  monday .  would you be happy for her to extend her stay here till monday to allow the  meetings to take place ?  regards",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham, off work  all  i will be taking the following days off work :  thursday 9 th march ( all day )  friday 10 th march ( all day )  monday 13 th march ( all day )  tuesday 14 th march ( all day )  wednesay 15 th march ( morning only )  steve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham," continue enjoying iijournals - - renew today !  dear vince kaminski ,  we hope you are enjoying the benefits of receiving market - leading , rigorous and current research from industry experts through your subscription to derivatives quarterly .  unfortunately , your subscription is about to expire ! by renewing now , your access to the web site and to your print copies will be uninterrupted .  you can continue to get the exclusive research and practical advice for financial practitioners - written by the best minds in your business !  click here to renew today  thank you .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam," get the best rate on a home loan !  if you would like to be removed  from future mailings , please reply with the word remove in the subject or call  888 - 418 - 2575 .  let lenders  compete for  your business !  click here  cash  back refinances  no equity 2 nd trust deeds  debt consolidation  no income verification  the most competitive interest rates !  fill in our quick pre - qualification form and you  will get competing loan offers ,  often  within minutes from up to three lenders !  click here  there is never any fee to consumers for using this service .  copyright ?ffffa 9 1999 , 2000 eworld marketing ,  inc .  888 - 418 - 2575  this is not a solicitation or offer to lend money .  eworld marketing is not a lender , broker or  other financial intermediary . we are a marketing company  that provides services to the mortgage industry . ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam," what is emc stock to cash ?  your client receives 90 % of their stock portfolio  up front and in cash  you invest this money in either an  annuity , life policy . . . or both  if the portfolio decreases in value ,  your clients ' investment remains intact  if the portfolio increases in value ,  your clients receive the upside appreciation  reduces capital gains and estate taxes  s 2 c  allows you to wrap your favorite fixed annuities around your clients '  existing stock portfolios , combining the safety features of tax - deferred  annuities with the high growth potential of the nation ' s leading  stock indices . annuities can also be used to fund fixed life insurance  policies .  call tim armstrong or e - mail us today !  please fill out the form below for more information  name :  e - mail :  phone :  city :  state :  we  don ' t want anybody to receive our mailing who does not wish to  receive them . this is a professional communication sent to insurance  professionals . to be removed from this mailing list , do not reply  to this message . instead , go he http : / / www . insurancemail . net  legal notice ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam," are you listed in major search engines ?  submitting your website in search engines may increase  your online sales dramatically .  lf you invested time and money into your website , you  simply must submit your website  oniine otherwise it wiil be invisible virtualiy , which means efforts spent in vain .  if you want  people to know about your website and boost your revenues , the only way to do  that is to  make your site visibie in places  where peopie search for information , i . e .  submit your  website in multiple search enqines .  submit your website online  and watch visitors stream to your e - business .  best reqards ,  edweber _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam," deal with your medication now  hello , i ' m carl mayo .  here ' s a question for you :  do you satisfied with your sexual performance ?  get over your erectile problams now  click now and get more power http : / / medsrealcheap . com / ? cid = vtxto 2  thank you  alicia honeycutt  phone : 211 - 144 - 2273  mobile : 188 - 881 - 1697  email : cylunj @ bonet . net  e , n ^ o - u _ g . h http : / / medsrealcheap . com / emover . php",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam," ! gorgeous , custom websites - $ 399 complete ! ( 4156 cumg 9 - 855 yqkc 5 @ 17 )  beautiful custom  websites , $ 399 complete !  get a beautiful , 100 % custom web site ( or  yours redesigned ) for only $ 399 ! * we  have references coast to coastand will give you  plenty of sites to  view !  includes up to 7 pages ( you can add  more ) , java rollover buttons , feedback forms , more . it  will be constructed to your taste and  specifications , we do not use templates .  our sites are completely  custom . * must host with us @  $ 19 . 95 / mo ( 100 megs , 20 email accounts , control panel ,  front page , graphical statistics ,  more ) .  for sites to view , complete below or call our  message center at 321 - 726 - 2209 ( 24 hours ) . your call  will be returned promptly . note : if  you are using a web based email program ( such as yahoo ,  hotmail , etc . ) the form below will not  work . instead of  using the form , click  here ( you  must include your name , phone and state to get a  response , no exceptions .  name : phone  w / ac * : state : type project : new  site : redesign current  site ? : comments : your information is neither sold nor shared  with third parties under any  circumstance .  to be eliminated from  future mailings , click  here  [ 6560 icum 3 - 199 gyqk 9350 cvph 2 - 701 z @ 29 ]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam, secretly record all internet activity on any computer . . . taf  find out who they are chatting / e - mailing with all those hours !  is your spouse cheating online ?  are your kids talking to dangerous people on instant messenger ?  find out now ! - with big brother instant software download .  click on this link now to see actual screenshots and to order !  to be excluded from future contacts please visit :  http : / / 213 . 139 . 76 . 69 / php / remove . php  bacalau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam," all graphics software available , cheap oem versions .  good morning ,  we we offer latest oem packages of all graphics and publishing software from corel , macromedia , adobe and others .  $ 80 adobe photoshop 8 . 0 / cs  $ 140 macromedia studio mx 2004  $ 120 adobe acrobat 7 . 0 professionai  $ 150 adobe premiere pro 1 . 5  $ 90 corel designer 10  $ 90 quickbooks 2004 professional edition  $ 75 adobe pagemaker 7 . 0  $ 70 xara x vl . 1  $ 75 adobe audition 1 . 5  $ 90 discreet 3 d studio max 7  $ 115 adobe golive cs  $ 135 adobe after effects 6 . 5 standard  $ 45 adobe premiere eiements  $ 125 corei painter lx  $ 80 adobe iliustrator cs  $ 80 adobe indesiqn cs  $ 240 adobe creative suite  $ 140 adobe framemaker 7 . 1  $ 50 ulead cool 3 d production studio 1 . 0 . 1  $ 90 aiias motion builder 6 professionai  $ 30 quicken 2004 premier home & biz  $ 30 adobe photoshop eiements 3 . 0  $ 110 adobe premiere pro 7 . 0  learn more . . .  sincerely ,  breanne ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam," 6 steps to a no fear portfolio - 50 % roi per trade  if you are averaging more than 50 % r . o . i . per trade . . .  if your annual returns are well over 300 % . . .  if you know how to profit in any market condition . . .  if you know how to convert losing trades into winning trades . . .  then you don ' t need our free online seminar .  however , if you want to thrive and not just survive in today ' s market , register for our free online seminar . to see if you qualify for this free online seminar , click he  do you know how to insure your stocks from loss ?  you insure your home , why not insure your stock portfolio ? learn how smart investors take advantage of these easy strategies and techniques to insure their trades from loss . it ' s no secret , you just need to learn how to do it .  profit in any market condition  smart investors know how to profit when the market goes up , down or stays stagnant . now is your chance to learn the secrets of successful traders . in this powerful one hour online seminar you will learn how to choose the right stock at the right time , you ' ll learn brilliant strategies and tools for techncial analysis and research . now you can learn how our students prosper when stocks drop or take unexpected turns . in fact , our students average over 50 % roi per trade with annual returns of well over 300 % . it ' s your turn . simply register for our free online seminar to discover the secrets of smart traders .  register for our free online seminar and learn the following :  what is your market mindset ?  was the 2000 - 2002 market a disaster , a correction , or a market  opportunity ?  how do you profit from a volatile market ?  how do you use options to hedge risk ?  how do you insure your trades ?  how do you profit when a stock goes up , down or sideways ?  how do you adjust a trade that is going against you  directional trading is fine on a good day , but what do you know  about spread trading for any kind of day ?  how do you implement a no fear / no risk trading system ?  how do i get help as i go through this process ?  to see if you qualify for this free online seminar , click he  meet the founder of the company - talk to the people who created the system  in this free live online seminar , you ' ll meet the founder of the  company , chat with current students and be able to ask questions and get answers . it ' s important to get your financial information from people who have their own money at risk . meet greg jensen , cofounder of spread trade systems .  results are really all that matters . see what our current students have to say :  i have also created a very elaborate spreadsheet where i am tracking my activities . i keep one page which tracks my trading history . this is only for trades which have completed from start to finish . to date , i have completed 19 trades for an overall profit of $ 15 , 925 . 00 , at an average 77 percent roi . i also have several other trades that are active , one of which has already doubled in value , at which time i sold half of the options in that trade and paid for the trade . it is now a ' free ' trade . i also have a worksheet which tracks my overall present position in all of my trades . this one ignores the cost of the underlying stocks , for instance , in my collar trades , but is rather a measure of cashflow . my current ytd total is over $ 33 k . . .  - bob hendricks ( july 2004 ) i have been trading since october of 2002 . i started with $ 14 , 000 and within 1 year my portfolio is worth over $ 180 , 000 . spread trade strategies are simple and easy to understand . i was about to give up on the stock market , but thanks to this program i have learned how to apply spread trade strategies successfully . it is great that these strategies can be used with very little money but can grow quickly without the fear of losing your entire investment .  - ruben p . ( 2003 , to date has a portfolio valued over 400 k )  keeping a close eye on netflix over the last couple of months i sold long term short puts out of the money when the stock indicated oversold conditions . as the stock bounced back and showed over bought signals i offloaded the puts and sold calls against my stock . last month netflix options alone made me over $ 3 , 000 . opening up the wealthbuilder a few weeks ago i saw a recommendation for a call calendar . at the time i wanted to enter a credit trade instead of a debit trade and entered a bear call based on technical indicators . all options expired worthless and i pocketed the entire credit . this month i placed some covered calls and bull puts on taser as it rocketed up . i closed all positions after 10 days with a $ 1500 profit . many companies proudly advertise big percentage gains . many times i ' ve asked those companies if those big gains hide big losses - all with the exception of sts was hiding big losing trades . my record this year is 14 out of the 18 stocks i ' ve traded have made money . it ' s not the 49 out of 50 that fasi and greg get but with each month i refine my system and keep closing the gap . the education sts provides is invaluable . without it my approach would have been that of a gambler . with it my approach is systematic and disciplined and consistently profitable .  - gareth ( july 2004 )  nofearinvesting 150 clovis ave . , ste . 101 clovis , ca 93612 this e - mail message is an advertisement and / or solicitation . ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam," unbelievable new homes for the usa !  it ' s a beautiful day today  homeowner  you have been pre - approved for a $ 431 , 221 home loan at a 3 . 29 fixed rate .  this offer is being extended to you unconditionally and your credit is in no way a factor .  to take advantage of this limited time opportunity  all we ask is that you visit our website and complete  the 1 minute post approval form  have a good day ,  shemika kelly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam," best mortgage rate vjd  with regards to  want to refinance ?  fill out this quick form and immediately have mortgage  companies compete for you business .  you will be offered the , absolute , best refinance rates  available !  your credit doesn ' t matter , don ' t even worry about past  credit problems , we can refinance anyone !  let us put our expertise to work for you !  http : / / 66 . 230 . 217 . 86  or site 2  http : / / agileconcepts . com / 74205 /  erase  http : / / 66 . 230 . 217 . 86 / optout . htm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam," localized software , all languages available .  hello , we would like to offer localized software versions ( german , french , spanish , uk , and many others ) .  aii iisted software is avaiiable for immediate download !  no need to wait 2 - 3 week for cd delivery !  just few exampies :  - norton internet security pro 2005 - $ 29 . 95  - windows xp professional with sp 2 full version - $ 59 . 95  - corei draw graphics suite 12 - $ 49 . 95  - dreamweaver mx 2004 ( homesite 5 . 5 inciuding ) - $ 39 . 95  - macromedia studio mx 2004 - $ 119 . 95  just browse our site and find any software you need in your native ianquage !  best regards ,  chelsea ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam," national charity suffering since 9 / 11  dear friend ,  "" serving the tribes while sharing the culture "" . . . has been the mission for the american indian heritage foundation for the past 29 years .  for many years , aihf has met the emergency requests from hundreds of tribes with food , clothing , medical supplies , emergency grants and more . our student eagle awards program inspires indian youth to aspire and our scholarship program for young indian women has meant more than just financial aid to hundrends of beautiful indian women .  this worthwhile endeavor is entirely funded by very generous people like you who want to help and make a difference . we need your help now more than ever .  click here to learn more . . . maybe you can help .  "" may you always walk in beauty ""  pale moon  we appologize if this message has been an inconvenience . you may comment to our webmaster .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam," better sex ! better relationship !  a sex revival with low - priced viagra .  summertime , and the living is easy .  judgement of beauty can err , what with the wine and the dark .  within every adversity is an equal or greater opportunity .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham, kudos  congratulations on your promotion - - well deserved ! !  lucy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham," dr . kaminski :  ?  you probably won ' t remember my name , but i am the ph . d . student that took  you back to the airport after your visit to louisiana state university  during the previous academic year .  ?  i received my m . s . in finance in may of last year , and chose to ? remain at  lsu to work on my ph . d . at that time , i intended to pursue a career  in ? teaching and research at a four year college or university . ? in  part ? because of your visit , ? and my ? primary interest in normative research ,  my ? plans have changed . ? while i ? still want to earn my ph . d . , ? i plan to  pursue a career in research in the private sector .  ?  as you know , ph . d . programs in financial economics are designed to train  future academics . ? not surprisingly , they emphasize methods to approach the  types of questions that are of interest to finance academics . ? what did  surprise me , however , was that these areas of interest often had little to  do with what i imagined to be the concerns of practitioners in the real  world . ? as you mentioned in your discussion , academic researchers know  little about what their counterparts in the private sector  ?  in light of my objective , i feel i would get the most out of the remainder  of my doctoral studies if i took some time off to work in the private sector  to see first hand the ? types of challenges i can expect to face as a  researcher in corporate america . ? as my primary interests revolve around the  use of derivatives and financial engineering in corporate risk management ,  enron , as the leading innovator in these areas , would be an ideal place to  learn . ? i was wondering if you were aware of any openings at the company  that might provide me with the exposure i am looking for . ? if there are no  such positions or opportunities , any advice or suggestions you could give  me , ? such as whether or not you think such a "" sabbatical "" ( for lack of a  better term ) would be helpful , or information on private sector careers for  ph . d . ' s would be greatly appreciated . ?  ?  i am sending a current copy of my vita as an attachment . ? if you have any  questions my e - mail address is sgreen @ finance . lsu . edu . ? thanks for your help  and advice .  ?  ?  cordially ,  ?  ?  ?  ?  shane green  ?  ?  ? ? ? ? ?  - vita . doc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham, request submitted : access request for stewart . range @ enron . com  you have received this email because you are listed as an alternate data  approver . please click  approval to review and act upon this request .  request id : 000000000007876  approver : stinson . gibner @ enron . com  request create date : 11 / 20 / 00 2 : 36 : 29 pm  requested for : stewart . range @ enron . com  resource name : \ \ enehou \ houston \ common \ research - [ read / write ]  resource type : directory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham," ameriflash newsletter  michell vitrella called and wanted to know if the "" research group "" would  like to submit an article for the next issue of the ena newsletter  ( "" ameriflash )  they need to have the article by tomorrow .  thanks !  shirley  - - - - - - - - - - - - - - - - - - - - - - forwarded by shirley crenshaw / hou / ect on 10 / 24 / 2000  10 : 15 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : michelle vitrella 10 / 24 / 2000 09 : 53 am  to : shirley crenshaw / hou / ect @ ect  cc :   ameriflash newsletter  - - - - - - - - - - - - - - - - - - - - - - forwarded by michelle vitrella / hou / ect on 10 / 24 / 2000  09 : 54 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  enron north america corp .  from : ena public relations @ enron 10 / 19 / 2000  08 : 25 pm  sent by : enron announcements @ enron  to : all _ ena _ egm _ eim  cc :   ameriflash newsletter  note from mark frevert  with the wide and varied activities of our three organizations , we created  this e - mail newsletter to keep everyone better informed about our various  businesses . i hope you find it informative and more importantly , that you  will use this newsletter to help spread the word about the successes in your  group .  to provide content for future e - mails , contact michelle vitrella in our  public relations group via e - mail or call her at ext . 3 - 9767 . communication  is one of the core enron values and i believe this is a great way to improve  communication across our wholesale businesses .  additionally , i would like to again encourage everyone to take a few minutes  to complete  & the pulse  8 survey . this annual survey regarding the work  experience at enron and how we can make it better is an important part of the  two - way communication process at enron . please go to the enron intranet and  type survey . enron . com . it only takes a few minutes , it  , s confidential and  your comments will help make enron a better place to work .  business highlights  natural gas  middle marketing  , s biggest trade of the year so far occurred this month . the  significant transaction was a five year , multimillion dollar restructuring  with a subsidiary of formosa plastics , one of the world  , s largest producers  of polyvinyl chloride .  additionally , continental airlines , the fifth largest us carrier , has hedged  a considerable amount ( 1 . 2 million barrels / month ) of crude oil . winter  nymex hedges were put in place for the undisputed heavyweight chip champ of  the world , frito lay .  pulp & paper  with the acquisition of garden state paper and launch of clickpaper . com ,  enron is creating an efficient spot physical market for pulp and paper  commodities . buyers and sellers will benefit from improved price  transparency and reliability and access to enron  , s online financial markets .  improved price transparency and the ability to imbed financial derivatives  into physical trading flows will facilitate the growth of enron  , s trading  business . to date , clickpaper . com has traded over 1 millions tons of pulp  and paper product with a notional value of over $ 675 million .  upstream origination  upstream origination , headed by julie gomez and jean mrha , focuses on natural  gas products to optimize commercial value associated with the natural gas  grid on the continent and in the gulf of mexico ( gom ) . through products such  as storage , electric compression and producer services & outsourcing , ena  creates value for its customers and reconfigures the natural gas  infrastructure to be more efficient . in addition , upstream origination  transactions exploit the unique relationship between development of strategic  assets through sophisticated financing structures and the utilization of the  market information created by those assets .   & the pulse  8 survey results  as of wednesday , october 18 , the total responses to  & the pulse  8 from  ena / egm / eim are 689 . this is approximately 30 % of all employees . since our  goal is a 100 % response rate , we have a long way to go ! please take a few  minutes to log on and give enron your thoughts . the pulse is located at  survey . enron . com on the enron intranet page .  if you like competition , here are the results by group :  commercial - origination 131  energy operations 126  risk management and trading 106  other / none of the above 91  bus . analysis & rep . / fin . ops . 90  legal 46  gas assets 37  human resources 30  tax 18  technology / it 14  welcome  transferred into ena / eim / egm  ena - kathleen neal / hr , suzanne kelly / infocentral , tobias monk / finance direct  eim - eric connor / industrial energy group  egm - eric calub / global product mgmt  new hires ena / eim / egm  ena - lance cunningham / cts research , anita dupont / cts research , yvette  hales / gas logistics  ) east , angela howell / equity trading , farid mithani / power  risk - credit  egm - heather purcell / enron global markets  in the news   & no company illustrates the transformative power of innovation more  dramatically than enron . over the past decade enron  , s commitment to the  invention  * and later domination  * of new business categories has taken it from a  $ 200 million old - economy pipeline operator to a $ 40 billion new - economy  trading powerhouse .  8  from  & the world  , s most admired companies ,  8 fortune , monday , october 2  nuggets & notes   & what  , s the message we  , re trying to get across ?  8  ) ray bowen , coo eim   & i  , m not a micro - manager  8 - john lavorato , coo ena   & make it so , number one  8  ) jeff shankman , coo egm  contest  enron is  & the most innovative company  8 based on fortune magazine  , s most  admired survey . ena public relations is ready to put enron north america ,  industrial markets and global markets to the test . we need your creative  minds to help name the new electronic newsletter we now call ameriflash . put  on your thinking caps and submit your ideas for a new name to  michelle . vitrella @ enron . com . the ena public relations team will narrow the  list to the top ten and then send it to our official judge , mark frevert , to  make the final decision . the winner will receive a gift certificate to any  pappas restaurant . good luck !",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham," interview with the enron research group  hello kenneth :  nice talking to you this morning ! below is your interview schedule for  monday , oct . 30 th and directions to the enron bldg . . please let me know  if you need any travel arrangements made .  coming from the northwest part of houston , your best bet would be to  take i - 45 into town . there is quite a bit of construction downtown , so you  will probably have to take the mckinney exit from i - 45 ( you will need to  stay in the left lane as you approach town . exit mckinney to smith street ,  take a right on smith street go to andrews street , take a right on andrews  ( the enron bldg . is on the left ) , pass the enron bldg . cross "" ruthvan "" ( 1 st  stop sign ) and pull into the allen center parking garage ( visitors area on  your right ) . come to the security desk on the lst floor of the enron bldg .  and ask for me . they will call me and i will meet you in the elevator lobby  on the 19 th floor .  monday , october 30 th  9 : 00 am vince kaminski , managing director , research  9 : 30 am zimin lu , director  10 : 00 am vasant , vice president  10 : 30 am krishna krishnarao , director  11 : 00 am paulo issler , manager  11 : 30 am stinson gibner ( he will take you to lunch )  1 : 00 pm molly mcgee ( hr recruiter )  have a safe trip .  regards ,  shirley crenshaw  ( 713 - 853 - 5290 )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham," vince kaminski ' s bio  hello amy :  attached please find vince kaminski ' s "" bio "" . he is working on his  presentation .  thanks !  shirley",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham," my students  dear vincent ,  i spoke with my students yesterday and they told me they have thought  about coming to see you again , and they think it ' ll be much better in  the future when they are closer to completion of their ph . d . i think this  is a very sound idea , but i wanted to give them anyway the opportunity  to see the actual working environment at a place like enron . they are both  very serious and responsible , so they feel they had better go see you when  they would be in a better disposition to give more of themselves to enron .  they are both superb students and very hard working individuals , so i do  hope you will consider checking them out in the future ( within a year -  year and a half ) .  i will contact you and / or stinson in the future when they are closer  to finishing up .  best ,  carlos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,"  greetings  carlos ,  vince kaminski , the head of our group is quite interested in meeting you and  discussing ways in which we might be able to help your students . i will be  out of the office until october 16 th . you can talk to vince before i get  back or wait to see both of us ; whatever you wish . should you want to  schedule a time to talk with vince , contact his assistant , shirley crenshaw ,  at 713 853 5290 .  i look forward to meeting you in person .  stinson gibner  p . s .  my address at enron is :  p . o . box 1188  houston , tx 77251 - 1188  the physical address is 1400 smith street .  carlos ordonez on 09 / 15 / 2000 03 : 29 : 28 pm  to : sgibner @ enron . com  cc :   greetings  dear stinson ,  i enjoyed our conversation this morning . i would love to meet with your  people to discuss collaborations that will be of mutual benefit to me  and the students and postdocs and your company . i am available on mondays ,  wednesdays or fridays , at just about any time ( early mornings or afternoons  best ) . we ' ll probably need up to a couple of hours .  please send me your address to mail you some info .  best ,  carlos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham," super saturday iv results !  good afternoon !  attached is the list of associate candidates to whom offers have been  extended from super saturday iv . please feel encouraged to call or e - mail to  congratulate them !  let me know if you have any questions ( ext . 3 - 6176 ) .  thank you for all your help !  elizabeth boudreaux  ps - i have also included the "" no offer "" list , just fyi .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam, would you like a $ 250 gas card ?  don ' t let the current high price of gas get to you .  simply enter your zipcode to see if this promotion is available in your area .  ubycvski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spam," wanna see me get fisted ?  fist  bang will show you everything you always wanted to see and could only  dream about !  disclaimer : we are strongly against sending unsolicited emails to those who do not wish to receive our special mailings . you have opted in to one or more of our affiliate sites requesting to be notified of any special offers we may run from time to time . we also have attained the services of an independent 3 rd party to overlook list management and removal services . this is not unsolicited email . if you do not wish to receive further mailings , please click here to be removed from the list . please accept our apologies if you have been sent this email in error . we honor all removal requests . ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
